date,hour,PM10,PM2.5,ozone,temperature,precipitation,windspeed,humidity,visibility,count
2021-04-01,1,42.0,21.0,0.002,13.1,0,1.4,49,2000,46
2021-04-01,2,41.0,21.0,0.003,12.4,0,2.1,53,2000,40
2021-04-01,3,30.0,13.0,0.023,13.1,0,3.4,43,2000,31
2021-04-01,4,27.0,12.0,0.028,13.0,0,3.1,44,2000,12
2021-04-01,5,29.0,14.0,0.008,13.0,0,2.9,44,2000,30
2021-04-01,6,31.0,14.0,0.009,12.6,0,3.0,45,2000,77
2021-04-01,7,30.0,10.0,0.018,12.0,0,3.5,46,2000,171
2021-04-01,8,39.0,10.0,0.027,14.0,0,3.5,43,2000,330
2021-04-01,9,35.0,10.0,0.032,16.2,0,4.3,38,2000,218
2021-04-01,10,31.0,9.0,0.033,18.2,0,3.7,31,2000,175
2021-04-01,11,34.0,9.0,0.038,20.2,0,2.9,25,2000,247
2021-04-01,12,40.0,8.0,0.042,21.7,0,3.2,21,2000,269
2021-04-01,13,37.0,9.0,0.044,22.6,0,3.5,20,2000,289
2021-04-01,14,43.0,10.0,0.044,23.6,0,3.2,20,2000,265
2021-04-01,15,40.0,9.0,0.045,23.2,0,3.6,19,2000,342
2021-04-01,16,46.0,10.0,0.045,23.5,0,3.0,20,2000,369
2021-04-01,17,50.0,12.0,0.043,23.0,0,3.6,22,2000,564
2021-04-01,18,51.0,16.0,0.039,22.3,0,2.4,24,2000,820
2021-04-01,19,50.0,14.0,0.037,20.6,0,4.6,25,2000,526
2021-04-01,20,39.0,13.0,0.036,19.2,0,3.4,27,2000,435
2021-04-01,21,44.0,12.0,0.034,18.1,0,3.7,33,2000,396
2021-04-01,22,48.0,13.0,0.037,16.5,0,6.5,38,2000,307
2021-04-01,23,46.0,12.0,0.038,15.4,0,5.7,40,2000,157
2021-04-02,0,49.0,11.0,0.039,14.6,0,5.1,41,2000,85
2021-04-02,1,45.0,11.0,0.04,14.2,0,4.8,39,2000,48
2021-04-02,2,45.0,13.0,0.04,13.7,0,4.3,39,2000,17
2021-04-02,3,44.0,10.0,0.039,12.9,0,4.8,43,2000,20
2021-04-02,4,45.0,11.0,0.039,12.6,0,5.0,45,2000,12
2021-04-02,5,41.0,10.0,0.037,12.8,0,3.7,45,2000,24
2021-04-02,6,41.0,9.0,0.034,12.7,0,3.6,45,2000,72
2021-04-02,7,37.0,9.0,0.032,12.9,0,4.0,44,2000,169
2021-04-02,8,39.0,9.0,0.032,13.6,0,4.1,42,2000,336
2021-04-02,9,39.0,7.0,0.035,15.4,0,4.9,38,2000,207
2021-04-02,10,38.0,7.0,0.036,17.4,0,3.9,34,2000,211
2021-04-02,11,37.0,7.0,0.037,18.9,0,3.9,29,2000,233
2021-04-02,12,36.0,8.0,0.039,20.7,0,3.9,26,2000,289
2021-04-02,13,34.0,10.0,0.041,21.6,0,2.8,26,2000,286
2021-04-02,14,38.0,11.0,0.042,22.0,0,2.1,26,2000,314
2021-04-02,15,35.0,12.0,0.042,22.9,0,1.6,26,2000,360
2021-04-02,16,39.0,13.0,0.036,22.3,0,0.9,27,2000,392
2021-04-02,17,42.0,13.0,0.025,21.7,0,1.9,29,2000,507
2021-04-02,18,54.0,18.0,0.01,21.0,0,1.8,30,2000,582
2021-04-02,19,58.0,19.0,0.008,19.9,0,2.3,34,2000,411
2021-04-02,20,58.0,24.0,0.015,19.4,0,2.9,35,2000,331
2021-04-02,21,56.0,22.0,0.009,19.0,0,0.8,36,2000,366
2021-04-02,22,61.0,24.0,0.002,18.8,0,2.5,38,2000,344
2021-04-02,23,56.0,22.0,0.002,18.4,0,2.4,40,2000,183
2021-04-03,0,51.0,20.0,0.006,18.0,0,2.4,41,2000,126
2021-04-03,1,49.0,19.0,0.022,17.7,0,1.8,45,2000,62
2021-04-03,2,48.0,18.0,0.019,17.6,0,2.5,49,2000,58
2021-04-03,3,47.0,17.0,0.023,17.7,0,2.4,51,2000,38
2021-04-03,4,47.0,19.0,0.03,17.6,0,2.4,54,2000,18
2021-04-03,5,45.0,16.0,0.026,17.6,0,2.5,57,2000,12
2021-04-03,6,46.0,16.0,0.027,17.4,0,3.4,59,2000,25
2021-04-03,7,45.0,16.0,0.026,17.3,0,3.2,60,2000,43
2021-04-03,8,43.0,17.0,0.022,17.3,0,2.6,60,2000,62
2021-04-03,9,47.0,17.0,0.026,17.5,0,1.4,62,2000,45
2021-04-03,10,49.0,18.0,0.026,16.8,1,1.9,79,521,5
2021-04-03,11,45.0,15.0,0.018,15.8,1,2.2,89,206,1
2021-04-03,12,40.0,13.0,0.021,14.9,1,2.9,94,165,2
2021-04-03,13,20.0,9.0,0.021,14.8,1,2.1,94,386,2
2021-04-03,14,17.0,10.0,0.017,14.5,1,3.7,96,285,3
2021-04-03,15,12.0,8.0,0.015,14.4,1,3.3,96,327,2
2021-04-03,16,10.0,7.0,0.015,14.4,1,3.9,98,274,3
2021-04-03,17,7.0,4.0,0.017,14.3,1,3.3,98,240,8
2021-04-03,18,9.0,8.0,0.015,14.2,1,2.9,98,360,2
2021-04-03,19,9.0,6.0,0.019,14.0,1,3.3,97,1769,6
2021-04-03,20,7.0,6.0,0.022,13.5,1,5.0,95,501,11
2021-04-03,21,9.0,5.0,0.028,12.5,0,5.4,94,661,2
2021-04-03,22,9.0,6.0,0.031,11.7,1,5.1,95,495,8
2021-04-03,23,3.0,1.0,0.036,11.4,1,3.7,94,2000,15
2021-04-04,0,3.0,1.0,0.037,10.9,0,3.9,92,1482,16
2021-04-04,1,3.0,1.0,0.038,10.5,1,3.9,96,877,11
2021-04-04,2,6.0,1.0,0.038,10.3,0,4.4,94,1988,12
2021-04-04,3,3.0,1.0,0.037,10.4,0,3.9,91,2000,18
2021-04-04,4,3.0,1.0,0.037,10.2,0,3.3,92,1799,6
2021-04-04,5,3.0,1.0,0.035,9.7,1,4.5,93,1393,7
2021-04-04,6,3.0,1.0,0.034,9.5,1,3.6,91,2000,17
2021-04-04,7,3.0,1.0,0.031,9.6,0,4.3,86,2000,33
2021-04-04,8,3.0,1.0,0.03,10.0,0,3.8,80,2000,67
2021-04-04,9,3.0,1.0,0.032,10.7,0,4.5,75,2000,94
2021-04-04,10,6.0,1.0,0.032,11.6,0,3.4,67,2000,151
2021-04-04,11,6.0,1.0,0.033,12.8,0,3.3,61,2000,210
2021-04-04,12,3.0,1.0,0.036,14.7,0,3.6,53,2000,366
2021-04-04,13,7.0,2.0,0.036,15.5,0,2.8,51,2000,464
2021-04-04,14,9.0,3.0,0.035,15.4,0,1.7,50,2000,601
2021-04-04,15,8.0,3.0,0.033,15.4,0,1.9,50,2000,651
2021-04-04,16,13.0,7.0,0.032,15.0,0,2.3,52,2000,613
2021-04-04,17,15.0,7.0,0.034,14.8,0,2.4,51,2000,505
2021-04-04,18,17.0,10.0,0.034,14.3,0,2.7,50,2000,427
2021-04-04,19,23.0,12.0,0.029,13.6,0,2.4,51,2000,341
2021-04-04,20,26.0,13.0,0.026,12.3,0,2.5,54,2000,252
2021-04-04,21,23.0,12.0,0.026,11.4,0,3.7,55,2000,219
2021-04-04,22,22.0,12.0,0.025,10.3,0,2.2,60,2000,194
2021-04-04,23,21.0,9.0,0.024,9.6,0,3.1,60,2000,78
2021-04-05,0,22.0,12.0,0.022,9.0,0,2.1,61,2000,69
2021-04-05,1,21.0,10.0,0.02,8.1,0,1.8,67,2000,35
2021-04-05,2,19.0,10.0,0.022,7.4,0,2.6,69,2000,20
2021-04-05,3,21.0,11.0,0.024,6.8,0,2.8,71,2000,12
2021-04-05,4,19.0,10.0,0.025,6.5,0,2.1,72,2000,9
2021-04-05,5,20.0,10.0,0.022,6.1,0,2.3,75,2000,24
2021-04-05,6,22.0,11.0,0.016,5.5,0,2.3,78,2000,77
2021-04-05,7,19.0,8.0,0.015,5.4,0,2.3,78,2000,188
2021-04-05,8,22.0,6.0,0.02,7.9,0,2.6,66,2000,349
2021-04-05,9,22.0,6.0,0.029,10.4,0,3.1,51,2000,187
2021-04-05,10,24.0,6.0,0.03,12.5,0,3.4,34,2000,175
2021-04-05,11,19.0,6.0,0.033,14.2,0,3.3,28,2000,227
2021-04-05,12,23.0,7.0,0.035,15.4,0,2.2,24,2000,280
2021-04-05,13,15.0,7.0,0.035,16.6,0,2.3,24,2000,262
2021-04-05,14,15.0,9.0,0.037,17.9,0,1.7,23,2000,284
2021-04-05,15,15.0,7.0,0.038,18.4,0,2.4,23,2000,390
2021-04-05,16,22.0,12.0,0.038,19.0,0,1.8,21,2000,423
2021-04-05,17,28.0,13.0,0.037,17.4,0,5.1,37,2000,552
2021-04-05,18,26.0,12.0,0.034,15.9,0,4.2,39,2000,835
2021-04-05,19,20.0,11.0,0.023,14.4,0,2.7,39,2000,479
2021-04-05,20,24.0,11.0,0.019,13.3,0,2.0,41,2000,390
2021-04-05,21,25.0,11.0,0.017,12.3,0,1.6,45,2000,352
2021-04-05,22,24.0,11.0,0.018,11.4,0,1.5,48,2000,258
2021-04-05,23,22.0,10.0,0.017,10.6,0,0.7,50,2000,130
2021-04-06,0,20.0,9.0,0.026,10.8,0,0.4,52,2000,80
2021-04-06,1,20.0,10.0,0.025,10.9,0,2.0,54,2000,43
2021-04-06,2,23.0,13.0,0.021,10.8,0,1.0,55,2000,21
2021-04-06,3,24.0,12.0,0.023,10.3,0,1.4,58,2000,23
2021-04-06,4,23.0,13.0,0.016,10.0,0,1.9,61,2000,11
2021-04-06,5,26.0,14.0,0.008,9.5,0,1.5,64,2000,29
2021-04-06,6,26.0,18.0,0.008,9.4,0,1.6,66,2000,80
2021-04-06,7,31.0,17.0,0.004,9.4,0,0.5,64,2000,207
2021-04-06,8,42.0,26.0,0.008,10.5,0,1.2,63,2000,362
2021-04-06,9,48.0,29.0,0.01,12.5,0,1.5,57,2000,230
2021-04-06,10,41.0,22.0,0.026,14.2,0,2.3,49,2000,176
2021-04-06,11,34.0,18.0,0.038,16.1,0,2.2,37,2000,249
2021-04-06,12,42.0,21.0,0.049,17.0,0,3.1,32,2000,310
2021-04-06,13,41.0,24.0,0.053,18.2,0,4.1,29,2000,268
2021-04-06,14,42.0,24.0,0.055,18.9,0,3.5,34,2000,261
2021-04-06,15,37.0,22.0,0.059,18.8,0,4.8,33,2000,329
2021-04-06,16,44.0,28.0,0.06,18.6,0,4.8,35,2000,356
2021-04-06,17,46.0,28.0,0.051,18.2,0,4.5,38,1984,569
2021-04-06,18,40.0,27.0,0.042,17.4,0,3.2,48,1999,856
2021-04-06,19,37.0,24.0,0.04,16.0,0,2.5,48,2000,508
2021-04-06,20,40.0,25.0,0.04,15.1,0,3.8,48,2000,413
2021-04-06,21,39.0,25.0,0.045,14.2,0,3.2,52,2000,369
2021-04-06,22,43.0,27.0,0.042,12.9,0,1.6,56,2000,297
2021-04-06,23,42.0,29.0,0.046,12.1,0,2.7,59,1818,112
2021-04-07,0,49.0,35.0,0.041,11.4,0,3.0,61,1638,63
2021-04-07,1,49.0,39.0,0.042,10.6,0,2.3,64,1432,38
2021-04-07,2,51.0,40.0,0.027,10.0,0,2.6,69,1215,36
2021-04-07,3,57.0,44.0,0.03,9.4,0,1.6,70,1109,23
2021-04-07,4,67.0,55.0,0.022,9.0,0,1.7,71,1046,19
2021-04-07,5,69.0,60.0,0.016,8.7,0,2.2,75,748,28
2021-04-07,6,69.0,62.0,0.012,8.2,0,1.2,77,694,84
2021-04-07,7,68.0,58.0,0.013,8.3,0,1.2,79,729,158
2021-04-07,8,77.0,60.0,0.014,10.0,0,2.0,72,1247,342
2021-04-07,9,75.0,56.0,0.02,12.6,0,1.2,62,1168,216
2021-04-07,10,79.0,54.0,0.022,14.9,0,1.8,57,895,189
2021-04-07,11,64.0,39.0,0.032,16.7,0,2.8,46,1141,282
2021-04-07,12,49.0,25.0,0.04,18.9,0,2.9,31,1643,346
2021-04-07,13,36.0,19.0,0.047,19.3,0,4.0,27,2000,274
2021-04-07,14,54.0,32.0,0.05,20.2,0,4.2,28,2000,303
2021-04-07,15,36.0,20.0,0.049,20.4,0,3.8,32,2000,324
2021-04-07,16,27.0,14.0,0.046,19.7,0,4.3,28,2000,399
2021-04-07,17,28.0,11.0,0.044,18.8,0,4.2,29,2000,574
2021-04-07,18,22.0,11.0,0.039,17.5,0,3.6,27,2000,797
2021-04-07,19,21.0,9.0,0.035,15.8,0,2.7,28,2000,461
2021-04-07,20,28.0,17.0,0.039,14.8,0,2.7,29,2000,352
2021-04-07,21,38.0,22.0,0.036,13.8,0,2.4,40,2000,293
2021-04-07,22,43.0,25.0,0.032,13.0,0,2.2,51,2000,266
2021-04-07,23,42.0,23.0,0.025,12.5,0,2.6,51,2000,103
2021-04-08,0,37.0,20.0,0.025,12.0,0,2.8,41,2000,71
2021-04-08,1,33.0,18.0,0.028,11.3,0,2.5,38,2000,42
2021-04-08,2,31.0,16.0,0.03,10.6,0,2.3,37,2000,31
2021-04-08,3,29.0,16.0,0.032,10.1,0,2.9,40,2000,20
2021-04-08,4,31.0,16.0,0.033,8.9,0,0.8,41,2000,11
2021-04-08,5,30.0,13.0,0.025,8.1,0,1.1,45,2000,24
2021-04-08,6,34.0,20.0,0.019,7.6,0,1.1,48,2000,72
2021-04-08,7,35.0,17.0,0.018,7.2,0,1.3,49,2000,175
2021-04-08,8,40.0,18.0,0.015,10.1,0,2.2,47,2000,319
2021-04-08,9,42.0,20.0,0.02,12.6,0,2.4,42,2000,189
2021-04-08,10,47.0,19.0,0.028,13.9,0,2.4,40,2000,140
2021-04-08,11,37.0,16.0,0.036,16.2,0,1.0,36,2000,233
2021-04-08,12,28.0,13.0,0.044,15.8,0,4.2,30,2000,265
2021-04-08,13,26.0,11.0,0.043,16.5,0,3.6,27,2000,293
2021-04-08,14,28.0,11.0,0.043,17.7,0,3.3,31,2000,262
2021-04-08,15,24.0,9.0,0.041,17.5,0,4.4,28,2000,259
2021-04-08,16,28.0,9.0,0.041,17.8,0,5.0,25,2000,342
2021-04-08,17,33.0,10.0,0.04,17.4,0,5.0,24,2000,492
2021-04-08,18,35.0,14.0,0.036,16.8,0,4.7,23,2000,783
2021-04-08,19,27.0,9.0,0.033,15.1,0,4.5,27,2000,383
2021-04-08,20,22.0,10.0,0.035,13.9,0,3.0,28,2000,276
2021-04-08,21,26.0,12.0,0.037,13.0,0,2.4,28,2000,291
2021-04-08,22,30.0,15.0,0.034,12.0,0,2.8,31,2000,261
2021-04-08,23,30.0,16.0,0.029,11.2,0,3.3,33,2000,108
2021-04-09,0,31.0,13.0,0.032,10.4,0,1.4,33,2000,59
2021-04-09,1,29.0,14.0,0.034,10.1,0,3.5,38,2000,60
2021-04-09,2,30.0,17.0,0.032,9.5,0,1.8,38,2000,33
2021-04-09,3,31.0,15.0,0.031,8.6,0,1.1,41,2000,24
2021-04-09,4,34.0,19.0,0.022,7.8,0,0.8,43,2000,11
2021-04-09,5,35.0,18.0,0.015,7.7,0,2.4,42,2000,17
2021-04-09,6,37.0,22.0,0.019,7.7,0,2.9,44,2000,74
2021-04-09,7,27.0,11.0,0.03,8.8,0,4.6,51,2000,164
2021-04-09,8,28.0,11.0,0.032,10.6,0,4.3,52,2000,332
2021-04-09,9,27.0,10.0,0.036,12.4,0,4.6,49,2000,211
2021-04-09,10,29.0,13.0,0.039,14.2,0,4.2,43,2000,187
2021-04-09,11,25.0,10.0,0.041,15.8,0,2.0,38,2000,251
2021-04-09,12,26.0,10.0,0.045,17.0,0,2.3,34,2000,300
2021-04-09,13,24.0,11.0,0.046,17.2,0,1.4,30,2000,291
2021-04-09,14,21.0,12.0,0.047,18.8,0,1.8,26,2000,354
2021-04-09,15,27.0,13.0,0.049,19.3,0,2.9,27,2000,370
2021-04-09,16,31.0,16.0,0.049,19.5,0,1.0,27,2000,404
2021-04-09,17,34.0,17.0,0.051,18.5,0,2.3,29,2000,585
2021-04-09,18,30.0,17.0,0.039,18.0,0,2.6,28,2000,753
2021-04-09,19,33.0,16.0,0.026,16.2,0,2.8,33,2000,444
2021-04-09,20,36.0,15.0,0.023,15.1,0,2.7,35,2000,318
2021-04-09,21,35.0,17.0,0.031,14.5,0,3.2,39,2000,333
2021-04-09,22,29.0,12.0,0.033,13.5,0,2.4,49,2000,296
2021-04-09,23,23.0,11.0,0.034,12.4,0,2.0,50,2000,123
2021-04-10,0,22.0,11.0,0.034,11.4,0,2.5,52,2000,94
2021-04-10,1,21.0,11.0,0.034,10.4,0,2.5,54,2000,57
2021-04-10,2,21.0,12.0,0.035,9.8,0,2.5,55,2000,45
2021-04-10,3,21.0,11.0,0.035,9.1,0,2.2,57,2000,25
2021-04-10,4,17.0,10.0,0.035,8.7,0,2.4,59,2000,7
2021-04-10,5,22.0,13.0,0.037,8.2,0,2.1,60,2000,20
2021-04-10,6,24.0,15.0,0.029,7.8,0,3.8,63,2000,33
2021-04-10,7,23.0,12.0,0.03,8.0,0,3.4,63,2000,48
2021-04-10,8,23.0,11.0,0.03,9.5,0,2.7,57,2000,100
2021-04-10,9,26.0,12.0,0.03,11.7,0,2.2,52,2000,160
2021-04-10,10,28.0,13.0,0.032,13.5,0,1.6,49,2000,227
2021-04-10,11,29.0,15.0,0.035,15.2,0,1.5,45,2000,289
2021-04-10,12,36.0,19.0,0.043,16.1,0,2.3,41,2000,343
2021-04-10,13,37.0,20.0,0.053,17.5,0,1.3,39,2000,426
2021-04-10,14,41.0,29.0,0.06,18.3,0,2.8,38,2000,544
2021-04-10,15,46.0,28.0,0.058,18.8,0,3.2,38,2000,662
2021-04-10,16,46.0,25.0,0.052,17.7,0,4.3,35,2000,639
2021-04-10,17,36.0,19.0,0.049,17.0,0,4.0,29,2000,548
2021-04-10,18,32.0,21.0,0.04,15.8,0,3.6,31,2000,475
2021-04-10,19,33.0,18.0,0.037,13.8,0,2.6,36,2000,313
2021-04-10,20,37.0,20.0,0.033,12.7,0,2.3,50,2000,281
2021-04-10,21,37.0,18.0,0.027,11.8,0,2.1,55,2000,278
2021-04-10,22,35.0,18.0,0.027,11.2,0,0.9,59,2000,232
2021-04-10,23,35.0,15.0,0.026,10.5,0,1.5,60,2000,124
2021-04-11,0,35.0,18.0,0.02,9.7,0,1.1,63,2000,77
2021-04-11,1,35.0,19.0,0.017,9.5,0,0.7,66,2000,67
2021-04-11,2,33.0,20.0,0.02,8.9,0,0.6,60,2000,40
2021-04-11,3,31.0,18.0,0.024,8.6,0,1.5,60,2000,16
2021-04-11,4,30.0,19.0,0.024,8.4,0,0.7,63,2000,15
2021-04-11,5,28.0,16.0,0.021,8.2,0,1.3,62,2000,16
2021-04-11,6,30.0,17.0,0.007,7.8,0,1.9,66,2000,23
2021-04-11,7,33.0,18.0,0.012,7.6,0,2.1,68,2000,64
2021-04-11,8,37.0,20.0,0.025,9.5,0,2.0,64,2000,86
2021-04-11,9,38.0,20.0,0.027,12.2,0,2.1,50,2000,118
2021-04-11,10,38.0,22.0,0.037,14.8,0,1.7,40,2000,163
2021-04-11,11,36.0,20.0,0.039,17.1,0,1.3,29,2000,271
2021-04-11,12,47.0,23.0,0.046,18.8,0,1.8,29,2000,397
2021-04-11,13,43.0,20.0,0.051,19.9,0,2.0,26,2000,513
2021-04-11,14,45.0,24.0,0.055,20.8,0,2.2,27,2000,542
2021-04-11,15,47.0,26.0,0.056,21.2,0,1.6,26,2000,584
2021-04-11,16,56.0,31.0,0.058,21.5,0,1.7,26,2000,633
2021-04-11,17,50.0,25.0,0.055,20.8,0,3.2,29,2000,621
2021-04-11,18,41.0,24.0,0.049,19.5,0,3.7,34,2000,503
2021-04-11,19,42.0,23.0,0.047,18.1,0,2.7,42,2000,407
2021-04-11,20,42.0,21.0,0.043,17.1,0,2.8,45,2000,293
2021-04-11,21,44.0,23.0,0.029,16.5,0,1.1,45,2000,264
2021-04-11,22,48.0,22.0,0.03,16.1,0,0.8,46,2000,208
2021-04-11,23,46.0,24.0,0.023,15.5,0,0.7,50,2000,105
2021-04-12,0,47.0,23.0,0.02,15.0,0,0.2,53,2000,74
2021-04-12,1,46.0,23.0,0.017,14.7,0,1.3,52,2000,44
2021-04-12,2,48.0,24.0,0.019,14.4,0,0.4,52,2000,31
2021-04-12,3,48.0,24.0,0.021,14.2,0,1.0,50,2000,16
2021-04-12,4,50.0,26.0,0.006,13.7,0,1.6,53,2000,19
2021-04-12,5,49.0,26.0,0.008,13.5,0,2.4,54,2000,29
2021-04-12,6,54.0,33.0,0.021,13.5,0,2.0,54,2000,75
2021-04-12,7,50.0,31.0,0.02,13.9,0,2.1,55,2000,177
2021-04-12,8,52.0,32.0,0.021,14.6,0,1.2,52,1958,289
2021-04-12,9,48.0,28.0,0.026,15.5,0,2.6,49,2000,169
2021-04-12,10,38.0,24.0,0.036,16.1,0,2.0,46,2000,93
2021-04-12,11,34.5,23.0,0.03666666666666667,16.9,0,2.8,41,2000,117
2021-04-12,12,31.0,22.0,0.03733333333333333,17.6,0,3.9,39,2000,73
2021-04-12,13,27.5,21.0,0.038,16.6,0,3.8,48,1974,10
2021-04-12,14,24.0,20.0,0.036,14.3,1,4.8,58,1380,6
2021-04-12,15,24.0,15.0,0.034,12.9,1,3.6,79,622,10
2021-04-12,16,22.0,13.0,0.034,12.2,1,3.4,92,259,5
2021-04-12,17,14.0,10.0,0.031,12.0,1,4.0,94,530,3
2021-04-12,18,12.0,11.0,0.025,12.0,1,3.8,95,502,8
2021-04-12,19,14.0,12.0,0.024,12.0,1,2.6,97,243,4
2021-04-12,20,12.0,10.0,0.023,12.1,1,2.6,98,280,7
2021-04-12,21,9.0,7.0,0.023,12.2,1,2.5,98,298,4
2021-04-12,22,6.0,6.0,0.021,12.4,1,2.6,99,227,4
2021-04-12,23,5.0,3.0,0.018,12.5,1,1.8,98,407,2
2021-04-13,0,6.0,7.0,0.029,12.6,1,0.9,99,134,3
2021-04-13,1,4.0,2.0,0.034,12.6,1,4.8,99,253,4
2021-04-13,2,4.0,2.0,0.031,11.7,1,3.1,98,239,2
2021-04-13,3,3.0,1.0,0.03,11.2,1,3.6,98,343,2
2021-04-13,4,3.0,2.0,0.025,10.9,1,2.6,98,231,2
2021-04-13,5,4.0,2.0,0.02,10.7,1,3.1,98,970,20
2021-04-13,6,4.0,2.0,0.022,11.0,0,2.9,99,634,35
2021-04-13,7,7.0,4.0,0.034,11.2,0,2.7,96,2000,125
2021-04-13,8,12.0,5.0,0.036,11.1,0,4.3,89,2000,263
2021-04-13,9,14.0,6.0,0.039,11.9,0,4.1,80,2000,163
2021-04-13,10,15.0,10.0,0.037,13.1,0,2.6,78,2000,174
2021-04-13,11,16.0,10.0,0.034,12.5,0,4.6,76,2000,214
2021-04-13,12,21.0,11.0,0.034,12.6,0,4.1,70,2000,284
2021-04-13,13,15.0,7.0,0.032,12.9,0,5.2,64,2000,208
2021-04-13,14,21.0,10.0,0.033,12.7,0,5.4,53,2000,206
2021-04-13,15,17.0,7.0,0.033,12.4,0,4.3,56,2000,225
2021-04-13,16,18.0,10.0,0.034,11.5,0,3.9,58,2000,289
2021-04-13,17,18.0,9.0,0.033,11.1,0,4.0,59,2000,367
2021-04-13,18,20.0,10.0,0.031,10.2,0,3.5,60,2000,602
2021-04-13,19,19.0,10.0,0.03,9.5,0,3.1,58,2000,323
2021-04-13,20,20.0,11.0,0.03,8.7,0,2.9,59,2000,258
2021-04-13,21,21.0,12.0,0.03,8.0,0,4.1,65,2000,225
2021-04-13,22,21.0,12.0,0.031,7.2,0,3.0,63,2000,208
2021-04-13,23,19.0,11.0,0.031,6.5,0,3.3,61,2000,63
2021-04-14,0,21.0,14.0,0.03,5.7,0,3.0,64,2000,57
2021-04-14,1,22.0,13.0,0.028,5.4,0,3.0,63,2000,28
2021-04-14,2,22.0,14.0,0.028,5.0,0,2.7,68,2000,31
2021-04-14,3,20.0,12.0,0.027,4.6,0,1.8,70,2000,12
2021-04-14,4,19.0,13.0,0.024,3.9,0,1.4,72,2000,6
2021-04-14,5,19.0,11.0,0.014,3.4,0,1.2,74,2000,22
2021-04-14,6,21.0,13.0,0.01,3.4,0,1.7,75,2000,61
2021-04-14,7,23.0,13.0,0.016,3.1,0,0.5,75,2000,163
2021-04-14,8,24.0,15.0,0.022,5.0,0,1.7,67,2000,364
2021-04-14,9,24.0,9.0,0.025,6.8,0,2.4,54,2000,236
2021-04-14,10,20.0,8.0,0.03,8.3,0,2.4,43,2000,171
2021-04-14,11,20.0,8.0,0.031,10.8,0,2.9,40,2000,202
2021-04-14,12,21.0,11.0,0.038,12.6,0,2.8,33,2000,260
2021-04-14,13,22.0,10.0,0.041,12.7,0,6.1,33,2000,250
2021-04-14,14,22.0,10.0,0.043,12.6,0,5.3,35,2000,245
2021-04-14,15,26.0,10.0,0.042,13.0,0,3.8,36,2000,273
2021-04-14,16,30.0,15.0,0.043,12.4,0,4.9,36,2000,336
2021-04-14,17,28.0,12.0,0.041,12.0,0,4.1,41,2000,462
2021-04-14,18,30.0,13.0,0.038,11.1,0,3.7,51,2000,678
2021-04-14,19,29.0,16.0,0.034,9.4,0,4.1,59,2000,359
2021-04-14,20,32.0,18.0,0.035,8.7,0,2.9,65,2000,257
2021-04-14,21,30.0,17.0,0.034,8.4,0,2.9,69,2000,230
2021-04-14,22,30.0,19.0,0.033,8.1,0,2.2,72,2000,225
2021-04-14,23,26.0,13.0,0.034,7.6,0,2.2,79,1889,87
2021-04-15,0,30.0,16.0,0.038,7.1,0,1.7,80,1607,69
2021-04-15,1,30.0,18.0,0.039,7.1,0,1.1,83,1488,33
2021-04-15,2,27.0,17.0,0.037,6.6,0,1.0,85,1279,25
2021-04-15,3,31.0,19.0,0.037,6.4,0,1.8,87,1049,11
2021-04-15,4,33.0,25.0,0.041,6.7,0,1.7,86,1206,11
2021-04-15,5,31.0,18.0,0.034,6.9,0,2.2,85,1157,29
2021-04-15,6,38.0,28.0,0.03,6.9,0,2.4,83,1098,81
2021-04-15,7,35.0,24.0,0.035,7.0,0,2.4,81,1022,184
2021-04-15,8,38.0,23.0,0.039,7.8,0,2.3,77,1163,338
2021-04-15,9,44.0,22.0,0.036,9.4,0,1.8,71,1238,226
2021-04-15,10,48.0,27.0,0.034,11.2,0,2.3,66,1573,150
2021-04-15,11,52.0,28.0,0.034,12.6,0,1.2,57,1491,238
2021-04-15,12,49.0,28.0,0.038,14.8,0,2.3,53,1669,274
2021-04-15,13,48.0,22.0,0.046,16.0,0,1.7,42,2000,239
2021-04-15,14,42.0,21.0,0.053,17.0,0,2.4,32,2000,279
2021-04-15,15,61.0,30.0,0.066,17.8,0,3.3,35,2000,297
2021-04-15,16,62.0,28.0,0.057,17.7,0,3.1,40,2000,346
2021-04-15,17,46.0,21.0,0.049,16.9,0,4.4,35,2000,547
2021-04-15,18,40.0,19.0,0.04,15.9,0,3.0,42,2000,756
2021-04-15,19,40.0,17.0,0.03,14.0,0,3.3,41,2000,438
2021-04-15,20,41.0,18.0,0.026,12.7,0,3.3,51,2000,298
2021-04-15,21,38.0,19.0,0.025,11.9,0,1.3,61,2000,317
2021-04-15,22,37.0,19.0,0.02,10.9,0,1.3,64,2000,267
2021-04-15,23,36.0,19.0,0.015,10.3,0,1.4,64,2000,136
2021-04-16,0,41.0,24.0,0.003,10.0,0,1.2,66,2000,72
2021-04-16,1,35.0,16.0,0.017,9.8,0,0.5,64,2000,58
2021-04-16,2,30.0,15.0,0.035,10.6,0,2.0,47,2000,23
2021-04-16,3,28.0,14.0,0.037,10.6,0,1.5,49,2000,25
2021-04-16,4,30.0,15.0,0.037,11.0,0,1.1,49,2000,7
2021-04-16,5,28.0,15.0,0.03,11.1,0,1.6,50,2000,18
2021-04-16,6,27.0,17.0,0.031,11.0,0,1.5,57,2000,51
2021-04-16,7,24.0,11.0,0.031,11.2,0,2.8,55,2000,159
