date,hour,PM10,PM2.5,ozone,temperature,precipitation,windspeed,humidity,visibility,count
2021-05-08,19,248.0,37.0,0.042,15.1,0,4.6,72,958,178
2021-05-08,20,263.0,40.0,0.038,14.1,0,2.5,77,539,130
2021-05-08,21,251.0,39.0,0.03,13.4,0,2.6,83,651,182
2021-05-08,22,231.0,35.0,0.027,13.2,0,2.6,80,553,183
2021-05-08,23,175.0,32.0,0.03,13.0,0,3.4,76,583,95
2021-05-09,0,85.0,16.0,0.032,12.7,0,2.6,68,878,71
2021-05-09,1,54.0,11.0,0.031,12.0,0,2.2,67,2000,41
2021-05-09,2,44.0,10.0,0.029,11.5,0,1.4,64,2000,25
2021-05-09,3,43.0,11.0,0.027,11.2,0,2.0,68,2000,23
2021-05-09,4,57.0,15.0,0.023,10.8,0,1.6,76,2000,20
2021-05-09,5,72.0,16.0,0.02,10.2,0,1.4,82,2000,14
2021-05-09,6,72.0,15.0,0.016,10.1,0,1.8,85,2000,30
2021-05-09,7,57.0,12.0,0.025,10.9,0,1.9,85,2000,53
2021-05-09,8,37.0,7.0,0.032,13.1,0,2.7,74,2000,87
2021-05-09,9,45.0,4.0,0.039,15.5,0,2.9,57,2000,138
2021-05-09,10,59.0,5.0,0.042,17.9,0,5.2,41,2000,171
2021-05-09,11,64.0,3.0,0.042,19.0,0,5.4,36,2000,251
2021-05-09,12,53.0,4.0,0.043,20.1,0,6.1,32,2000,362
2021-05-09,13,36.0,3.0,0.045,20.6,0,5.9,31,2000,358
2021-05-09,14,41.0,4.0,0.047,20.9,0,6.6,29,2000,484
2021-05-09,15,40.0,4.0,0.049,21.0,0,6.0,29,2000,602
2021-05-09,16,41.0,6.0,0.051,21.6,0,4.5,26,2000,661
2021-05-09,17,38.0,7.0,0.05,21.1,0,4.7,27,2000,581
2021-05-09,18,33.0,9.0,0.044,19.8,0,4.2,33,2000,547
2021-05-09,19,37.0,8.0,0.039,17.6,0,3.3,37,2000,456
2021-05-09,20,37.0,10.0,0.038,16.3,0,1.9,42,2000,350
2021-05-09,21,30.0,8.0,0.034,15.1,0,2.4,46,2000,271
2021-05-09,22,42.0,8.0,0.028,14.2,0,2.0,52,2000,203
2021-05-09,23,30.0,8.0,0.023,13.4,0,1.6,56,2000,118
2021-05-10,0,31.0,11.0,0.014,12.8,0,1.6,60,2000,58
2021-05-10,1,31.0,10.0,0.022,12.2,0,0.5,63,2000,24
2021-05-10,2,31.0,12.0,0.021,12.0,0,0.3,63,2000,20
2021-05-10,3,28.0,11.0,0.019,11.8,0,1.0,62,1849,18
2021-05-10,4,28.0,10.0,0.023,12.3,0,1.4,64,1500,13
2021-05-10,5,28.0,10.0,0.023,12.5,0,1.8,63,1500,32
2021-05-10,6,26.0,9.0,0.022,12.7,0,1.0,63,2000,51
2021-05-10,7,18.0,6.0,0.017,12.8,0,3.0,66,2000,168
2021-05-10,8,18.0,8.0,0.015,12.9,0,1.8,66,2000,313
2021-05-10,9,16.0,5.0,0.012,13.2,0,0.3,64,2000,189
2021-05-10,10,21.0,6.0,0.012,13.8,0,1.6,68,2000,109
2021-05-10,11,16.0,5.0,0.017,14.2,0,1.9,69,2000,117
2021-05-10,12,18.0,5.0,0.021,14.1,0,2.2,67,2000,166
2021-05-10,13,12.0,5.0,0.023,14.1,0,2.5,70,2000,171
2021-05-10,14,12.0,6.0,0.025,14.1,0,1.8,74,2000,199
2021-05-10,15,11.0,4.0,0.029,14.1,0,2.1,73,2000,201
2021-05-10,16,15.0,6.0,0.025,14.3,0,1.9,71,2000,264
2021-05-10,17,18.0,7.0,0.024,14.5,0,2.4,69,2000,408
2021-05-10,18,16.0,9.0,0.024,14.4,0,2.4,68,2000,670
2021-05-10,19,17.0,9.0,0.017,14.1,0,2.2,70,2000,429
2021-05-10,20,21.0,13.0,0.016,13.8,0,1.8,70,2000,346
2021-05-10,21,16.0,9.0,0.022,13.8,0,2.4,69,2000,307
2021-05-10,22,16.0,7.0,0.015,13.2,0,2.4,71,2000,266
2021-05-10,23,13.0,7.0,0.021,12.2,0,2.5,76,2000,135
2021-05-11,0,12.0,5.0,0.019,11.8,0,2.6,77,2000,78
2021-05-11,1,14.0,7.0,0.013,11.2,0,1.6,80,2000,28
2021-05-11,2,14.0,10.0,0.009,10.5,0,1.8,80,2000,24
2021-05-11,3,13.0,7.0,0.01,9.8,0,2.3,83,2000,23
2021-05-11,4,17.0,10.0,0.013,9.6,0,2.3,85,2000,17
2021-05-11,5,17.666666666666668,8.0,0.011,9.6,0,1.3,86,2000,24
2021-05-11,6,18.333333333333332,8.0,0.013,10.1,0,2.9,85,2000,83
2021-05-11,7,19.0,7.0,0.018,11.3,0,2.5,80,2000,221
2021-05-11,8,19.0,5.0,0.023,14.2,0,2.9,67,2000,400
2021-05-11,9,20.0,5.0,0.025,16.8,0,3.5,53,2000,229
2021-05-11,10,17.0,8.0,0.031,19.3,0,2.8,46,2000,191
2021-05-11,11,20.0,6.0,0.033,21.4,0,4.2,35,2000,220
2021-05-11,12,25.0,5.0,0.043,23.2,0,2.8,34,2000,274
2021-05-11,13,17.0,5.0,0.047,24.3,0,4.1,33,2000,274
2021-05-11,14,16.0,6.0,0.048,25.0,0,2.8,29,2000,273
2021-05-11,15,16.0,7.0,0.05,25.5,0,1.9,29,2000,311
2021-05-11,16,17.0,8.0,0.05,25.3,0,2.8,30,2000,397
2021-05-11,17,16.0,7.0,0.046,25.0,0,4.1,31,2000,594
2021-05-11,18,15.0,9.0,0.041,24.3,0,3.0,33,2000,893
2021-05-11,19,19.0,9.0,0.038,23.0,0,3.3,37,2000,594
2021-05-11,20,15.0,11.0,0.035,21.6,0,3.2,38,2000,497
2021-05-11,21,15.0,7.0,0.033,20.6,0,2.5,35,2000,398
2021-05-11,22,16.0,6.0,0.032,19.9,0,3.0,33,2000,321
2021-05-11,23,23.0,6.0,0.037,19.1,0,2.0,35,2000,154
2021-05-12,0,18.0,4.0,0.038,18.0,0,1.6,39,2000,100
2021-05-12,1,15.0,6.0,0.038,17.4,0,1.9,38,2000,56
2021-05-12,2,10.0,6.0,0.037,17.7,0,2.5,40,2000,34
2021-05-12,3,11.0,4.0,0.037,17.7,0,2.9,42,2000,18
2021-05-12,4,11.0,3.0,0.035,17.3,0,2.6,42,2000,20
2021-05-12,5,14.0,7.0,0.034,17.1,0,2.4,42,2000,27
2021-05-12,6,12.0,7.0,0.029,16.9,0,2.6,41,2000,74
2021-05-12,7,15.0,6.0,0.028,17.1,0,3.3,40,2000,190
2021-05-12,8,14.0,6.0,0.033,18.4,0,2.5,39,2000,395
2021-05-12,9,16.0,4.0,0.035,20.1,0,3.3,34,2000,243
2021-05-12,10,18.0,7.0,0.037,21.6,0,2.7,32,2000,174
2021-05-12,11,19.0,7.0,0.044,22.3,0,2.6,31,2000,221
2021-05-12,12,19.0,7.0,0.051,24.6,0,2.3,31,2000,267
2021-05-12,13,19.0,10.0,0.054,25.2,0,1.8,28,2000,224
2021-05-12,14,23.0,9.0,0.059,26.6,0,1.7,28,2000,250
2021-05-12,15,21.0,10.0,0.063,27.0,0,2.0,29,2000,287
2021-05-12,16,26.0,14.0,0.068,27.4,0,1.3,30,2000,331
2021-05-12,17,27.0,12.0,0.066,27.4,0,1.9,32,2000,566
2021-05-12,18,23.0,16.0,0.063,27.0,0,1.2,32,2000,809
2021-05-12,19,32.0,19.0,0.044,26.2,0,0.5,34,2000,543
2021-05-12,20,59.0,27.0,0.041,23.7,0,1.8,43,2000,432
2021-05-12,21,60.0,25.0,0.027,22.8,0,3.0,48,2000,388
2021-05-12,22,47.0,21.0,0.022,21.8,0,0.6,51,2000,320
2021-05-12,23,43.0,21.0,0.028,20.7,0,1.8,55,2000,128
2021-05-13,0,40.0,22.0,0.011,19.9,0,0.0,59,2000,74
2021-05-13,1,45.0,23.0,0.007,18.9,0,1.6,60,2000,71
2021-05-13,2,40.0,22.0,0.003,18.4,0,0.6,60,2000,34
2021-05-13,3,38.0,20.0,0.002,18.1,0,1.4,64,2000,39
2021-05-13,4,37.0,20.0,0.002,17.4,0,1.3,65,2000,19
2021-05-13,5,35.0,20.0,0.002,16.8,0,1.8,69,2000,28
2021-05-13,6,32.0,18.0,0.003,16.6,0,1.5,70,2000,86
2021-05-13,7,34.0,16.0,0.009,17.2,0,1.4,69,2000,205
2021-05-13,8,44.0,18.0,0.011,19.6,0,1.6,62,2000,337
2021-05-13,9,38.0,17.0,0.025,21.9,0,1.7,52,2000,234
2021-05-13,10,40.0,18.0,0.036,23.8,0,1.5,46,2000,159
2021-05-13,11,45.0,21.0,0.045,25.7,0,1.4,44,2000,243
2021-05-13,12,43.0,22.0,0.068,27.2,0,2.1,41,2000,269
2021-05-13,13,45.0,24.0,0.079,27.9,0,1.8,40,2000,227
2021-05-13,14,60.0,37.0,0.106,28.9,0,2.1,38,2000,207
2021-05-13,15,66.0,38.0,0.104,29.5,0,2.2,38,1895,280
2021-05-13,16,57.0,32.0,0.085,29.0,0,3.7,41,2000,311
2021-05-13,17,75.0,28.0,0.064,28.0,0,3.7,45,2000,522
2021-05-13,18,37.0,25.0,0.059,27.2,0,3.4,46,2000,788
2021-05-13,19,42.0,26.0,0.046,25.5,0,3.1,48,2000,598
2021-05-13,20,44.0,26.0,0.035,24.0,0,1.0,53,2000,422
2021-05-13,21,40.0,21.0,0.035,22.5,0,3.2,56,2000,371
2021-05-13,22,40.0,20.0,0.025,21.5,0,1.3,60,2000,306
2021-05-13,23,43.0,22.0,0.019,20.9,0,1.6,65,2000,182
2021-05-14,0,42.0,26.0,0.019,20.4,0,1.4,68,2000,94
2021-05-14,1,44.0,24.0,0.015,19.9,0,2.1,70,2000,61
2021-05-14,2,43.0,24.0,0.015,19.4,0,0.7,73,2000,53
2021-05-14,3,44.0,24.0,0.012,19.0,0,0.1,75,2000,30
2021-05-14,4,45.0,26.0,0.004,18.7,0,0.5,77,2000,21
2021-05-14,5,44.0,25.0,0.003,18.3,0,0.2,79,2000,38
2021-05-14,6,50.0,32.0,0.004,18.0,0,1.6,80,2000,96
2021-05-14,7,56.0,32.0,0.006,18.6,0,1.7,81,1984,180
2021-05-14,8,64.0,39.0,0.012,20.4,0,1.5,73,1572,365
2021-05-14,9,70.0,43.0,0.027,22.2,0,2.0,67,1247,227
2021-05-14,10,76.0,44.0,0.047,24.2,0,1.8,60,1257,161
2021-05-14,11,64.0,33.0,0.052,26.1,0,1.8,54,1461,226
2021-05-14,12,42.0,20.0,0.053,27.2,0,1.6,46,2000,270
2021-05-14,13,33.0,16.0,0.063,28.7,0,2.7,41,2000,226
2021-05-14,14,30.0,15.0,0.075,29.9,0,2.3,40,2000,252
2021-05-14,15,37.0,21.0,0.081,30.3,0,1.1,37,2000,252
2021-05-14,16,40.0,23.0,0.077,30.6,0,2.9,36,2000,366
2021-05-14,17,57.0,29.0,0.085,30.2,0,2.1,37,2000,504
2021-05-14,18,75.0,43.0,0.066,29.4,0,3.0,47,1912,788
2021-05-14,19,51.0,31.0,0.052,26.6,0,2.9,53,2000,531
2021-05-14,20,56.0,39.0,0.049,25.4,0,1.1,58,2000,411
2021-05-14,21,79.0,45.0,0.044,24.8,0,1.3,62,1597,381
2021-05-14,22,67.0,50.0,0.023,23.6,0,2.4,66,1043,349
2021-05-14,23,74.0,57.0,0.017,22.8,0,2.6,65,1184,199
2021-05-15,0,81.0,65.0,0.014,22.2,0,1.4,68,966,143
2021-05-15,1,93.0,62.0,0.019,22.1,0,1.5,68,908,79
2021-05-15,2,83.0,67.0,0.023,21.7,0,2.3,70,852,45
2021-05-15,3,82.0,65.0,0.027,21.2,0,1.7,69,760,30
2021-05-15,4,75.0,63.0,0.036,21.0,0,1.0,71,698,14
2021-05-15,5,73.0,58.0,0.024,20.9,0,0.9,73,673,22
2021-05-15,6,76.0,58.0,0.016,20.9,0,0.5,74,611,42
2021-05-15,7,81.0,57.0,0.024,21.1,0,0.8,74,583,52
2021-05-15,8,77.0,58.0,0.037,22.3,0,1.7,72,1055,104
2021-05-15,9,49.0,30.0,0.039,23.8,0,2.1,66,1797,150
2021-05-15,10,47.0,36.0,0.042,24.3,0,2.7,63,589,186
2021-05-15,11,56.0,27.0,0.047,24.9,0,2.2,63,2000,223
2021-05-15,12,32.0,25.0,0.044,26.0,0,2.0,58,2000,257
2021-05-15,13,45.0,18.0,0.029,25.0,0,2.9,61,2000,6
2021-05-15,14,38.0,18.0,0.02,22.1,1,0.9,82,297,14
2021-05-15,15,29.0,18.0,0.019,22.0,1,1.1,85,608,7
2021-05-15,16,23.0,17.0,0.016,21.8,1,1.8,90,310,13
2021-05-15,17,17.0,12.0,0.017,21.1,1,2.4,91,332,7
2021-05-15,18,18.0,11.0,0.014,20.9,1,1.9,93,324,17
2021-05-15,19,18.0,13.0,0.014,20.9,1,2.3,93,835,29
2021-05-15,20,19.0,16.0,0.015,20.9,1,2.2,94,789,11
2021-05-15,21,19.0,14.0,0.012,20.8,1,1.7,95,587,13
2021-05-15,22,27.0,16.0,0.009,20.8,1,1.5,95,175,17
2021-05-15,23,17.0,12.0,0.009,20.8,1,1.2,96,194,6
2021-05-16,0,18.0,9.0,0.01,20.8,1,1.3,96,194,9
2021-05-16,1,7.0,4.0,0.015,20.7,1,2.2,96,253,10
2021-05-16,2,5.0,4.0,0.015,20.6,1,2.1,97,256,8
2021-05-16,3,6.0,3.0,0.016,20.5,1,2.9,99,470,3
2021-05-16,4,6.0,4.0,0.016,20.5,1,2.5,98,742,2
2021-05-16,5,5.0,2.0,0.015,20.5,1,1.5,97,651,3
2021-05-16,6,4.0,2.0,0.012,20.6,1,1.6,98,1480,2
2021-05-16,7,5.0,3.0,0.015,20.7,1,1.0,99,400,5
2021-05-16,8,3.0,2.0,0.018,20.4,1,3.3,97,729,1
2021-05-16,9,3.0,1.0,0.018,19.7,1,2.6,98,365,1
2021-05-16,10,5.0,1.0,0.016,19.5,1,2.2,98,311,2
2021-05-16,11,7.0,3.0,0.016,19.7,1,1.8,97,326,4
2021-05-16,12,6.0,3.0,0.023,20.0,1,0.3,97,277,2
2021-05-16,13,6.0,3.0,0.027,19.4,1,2.7,96,330,5
2021-05-16,14,10.0,1.0,0.026,19.1,1,2.9,95,472,2
2021-05-16,15,11.0,3.0,0.025,18.5,1,3.1,97,299,1
2021-05-16,16,5.0,1.0,0.023,17.7,1,3.6,97,210,5
2021-05-16,17,6.0,2.0,0.023,17.4,1,3.5,98,418,6
2021-05-16,18,9.0,2.0,0.025,17.0,1,2.8,98,295,1
2021-05-16,19,8.0,3.0,0.023,16.5,1,2.9,99,233,2
2021-05-16,20,6.0,4.0,0.023,16.1,1,3.7,99,306,3
2021-05-16,21,6.0,1.0,0.024,15.9,1,2.6,98,703,11
2021-05-16,22,3.0,1.0,0.022,15.5,1,2.6,97,1720,10
2021-05-16,23,5.0,1.0,0.024,15.2,0,2.0,96,1918,12
2021-05-17,0,7.0,1.0,0.025,14.8,1,3.0,96,1998,19
2021-05-17,1,7.0,1.0,0.025,14.6,0,2.6,95,2000,11
2021-05-17,2,9.0,1.0,0.026,14.5,0,2.5,93,2000,16
2021-05-17,3,6.0,1.0,0.027,14.5,0,1.3,93,2000,10
2021-05-17,4,6.0,2.0,0.026,14.4,0,2.4,93,2000,16
2021-05-17,5,6.0,1.0,0.013,14.2,1,1.9,95,2000,18
2021-05-17,6,9.0,6.0,0.008,14.3,0,1.1,95,1212,21
2021-05-17,7,11.0,4.0,0.007,14.3,1,1.4,96,377,65
2021-05-17,8,9.0,4.0,0.014,14.4,0,2.4,95,2000,107
2021-05-17,9,10.0,2.0,0.014,14.9,0,2.5,94,2000,110
2021-05-17,10,9.0,2.0,0.018,15.4,0,2.4,92,2000,54
2021-05-17,11,8.0,4.0,0.01,15.8,1,1.5,92,644,15
2021-05-17,12,8.0,4.0,0.011,16.0,1,1.0,93,980,7
2021-05-17,13,9.0,3.0,0.013,16.2,1,2.1,92,2000,52
2021-05-17,14,11.0,7.0,0.013,15.9,0,1.1,93,493,35
2021-05-17,15,11.0,4.0,0.015,15.9,1,1.2,93,1868,51
2021-05-17,16,12.0,6.0,0.014,15.9,1,0.9,94,593,111
2021-05-17,17,10.0,3.0,0.017,15.9,0,1.5,92,2000,296
2021-05-17,18,7.0,3.0,0.012,16.5,0,1.8,91,2000,530
2021-05-17,19,9.0,4.0,0.011,16.5,0,1.4,88,2000,353
2021-05-17,20,11.0,8.0,0.007,16.2,0,0.0,86,2000,291
2021-05-17,21,15.0,7.0,0.002,15.6,0,0.6,91,2000,262
2021-05-17,22,20.0,9.0,0.002,15.3,0,0.8,93,1876,211
2021-05-17,23,19.0,8.0,0.002,14.8,0,0.9,94,1283,112
2021-05-18,0,20.0,8.0,0.002,14.5,0,0.9,94,1102,55
2021-05-18,1,19.0,8.0,0.007,14.3,0,0.3,96,1079,37
2021-05-18,2,18.0,12.0,0.007,14.3,0,1.6,97,1305,39
2021-05-18,3,19.0,11.0,0.006,14.0,0,0.8,96,1013,14
2021-05-18,4,23.0,10.0,0.002,13.7,0,1.5,96,691,21
2021-05-18,5,23.0,12.0,0.002,13.7,0,1.2,96,1190,34
2021-05-18,6,21.0,9.0,0.003,13.8,0,1.2,97,1033,80
2021-05-18,7,19.0,9.0,0.004,14.3,0,1.4,97,806,196
2021-05-18,8,30.0,21.0,0.008,15.1,0,0.6,96,1139,333
2021-05-18,9,30.0,20.0,0.02,16.0,0,0.7,92,1206,212
2021-05-18,10,31.0,17.0,0.025,16.7,0,1.4,87,1039,159
2021-05-18,11,33.0,17.0,0.031,18.5,0,1.1,78,1303,211
2021-05-18,12,43.0,23.0,0.038,20.5,0,1.6,69,1631,300
2021-05-18,13,38.0,18.0,0.045,22.2,0,2.1,66,1909,238
2021-05-18,14,37.0,19.0,0.054,23.1,0,2.7,56,1996,241
2021-05-18,15,37.0,22.0,0.051,24.0,0,2.2,54,2000,307
2021-05-18,16,36.0,15.0,0.041,24.2,0,3.3,54,2000,368
2021-05-18,17,28.0,13.0,0.041,23.6,0,4.4,50,2000,585
2021-05-18,18,24.0,12.0,0.034,22.6,0,3.1,49,2000,812
2021-05-18,19,31.0,13.0,0.025,21.1,0,2.6,52,2000,584
2021-05-18,20,36.0,11.0,0.031,18.8,0,3.1,46,2000,431
2021-05-18,21,24.0,13.0,0.028,17.3,0,1.6,50,2000,387
2021-05-18,22,23.0,11.0,0.026,16.2,0,1.8,57,2000,344
2021-05-18,23,19.0,8.0,0.024,15.3,0,1.5,57,2000,175
2021-05-19,0,26.0,10.0,0.023,14.7,0,1.3,57,2000,141
2021-05-19,1,20.0,10.0,0.01,14.2,0,0.9,60,2000,73
2021-05-19,2,27.0,11.0,0.007,13.8,0,1.4,62,2000,50
2021-05-19,3,30.0,13.0,0.011,13.6,0,0.3,67,2000,24
2021-05-19,4,22.0,13.0,0.007,13.2,0,0.0,71,2000,20
2021-05-19,5,23.0,14.0,0.009,12.6,0,1.8,74,2000,25
2021-05-19,6,31.0,17.0,0.011,12.5,0,1.6,78,2000,45
2021-05-19,7,29.0,16.0,0.016,13.2,0,1.9,78,2000,80
2021-05-19,8,34.0,17.0,0.021,16.0,0,1.8,71,2000,106
2021-05-19,9,33.0,16.0,0.042,18.2,0,2.3,65,2000,154
2021-05-19,10,41.0,23.0,0.052,20.2,0,0.8,55,2000,290
2021-05-19,11,41.0,21.0,0.054,22.3,0,2.4,49,2000,286
2021-05-19,12,44.0,26.0,0.067,23.7,0,3.0,42,2000,375
2021-05-19,13,44.0,25.0,0.073,25.0,0,2.6,36,2000,414
2021-05-19,14,41.0,24.0,0.08,25.7,0,3.1,33,2000,462
2021-05-19,15,38.0,22.0,0.074,26.4,0,3.6,34,2000,555
2021-05-19,16,33.0,18.0,0.064,26.2,0,3.6,38,2000,643
2021-05-19,17,29.0,16.0,0.065,25.9,0,2.6,42,2000,562
2021-05-19,18,40.0,12.0,0.049,25.3,0,2.3,39,2000,588
2021-05-19,19,27.0,15.0,0.044,24.1,0,2.9,33,2000,522
2021-05-19,20,41.0,20.0,0.04,22.1,0,1.6,33,2000,459
2021-05-19,21,41.0,24.0,0.028,20.8,0,1.2,45,2000,399
2021-05-19,22,37.0,24.0,0.007,19.8,0,1.3,50,2000,271
2021-05-19,23,33.0,19.0,0.019,19.2,0,1.1,46,2000,126
2021-05-20,0,30.0,17.0,0.018,18.7,0,1.4,48,2000,70
2021-05-20,1,25.0,14.0,0.02,18.3,0,0.7,50,2000,44
2021-05-20,2,21.0,14.0,0.017,17.6,0,1.6,54,2000,28
2021-05-20,3,21.0,13.0,0.017,16.9,0,1.8,51,2000,21
2021-05-20,4,25.0,14.0,0.009,16.8,0,1.7,54,2000,16
2021-05-20,5,25.0,15.0,0.005,16.6,0,2.6,58,2000,38
2021-05-20,6,28.0,13.0,0.007,16.4,0,2.5,60,2000,92
2021-05-20,7,29.0,15.0,0.004,16.7,0,2.7,61,2000,149
2021-05-20,8,38.0,16.0,0.003,17.2,0,3.4,60,2000,252
2021-05-20,9,33.0,12.0,0.016,18.3,0,2.5,53,2000,188
2021-05-20,10,27.0,12.0,0.028,19.8,0,2.9,51,2000,127
2021-05-20,11,22.0,7.0,0.041,21.1,0,3.1,54,2000,148
2021-05-20,12,21.0,7.0,0.041,22.3,0,1.7,49,2000,188
2021-05-20,13,19.0,8.0,0.044,22.9,0,1.6,46,2000,139
2021-05-20,14,18.0,11.0,0.049,22.7,0,3.2,45,2000,199
2021-05-20,15,19.0,8.0,0.048,22.7,0,2.1,46,2000,209
2021-05-20,16,22.0,9.0,0.047,22.4,0,4.6,43,2000,150
2021-05-20,17,18.0,8.0,0.046,20.4,0,3.4,57,2000,273
2021-05-20,18,14.0,5.0,0.048,19.9,0,3.8,56,2000,461
2021-05-20,19,17.0,8.0,0.049,20.0,0,3.2,56,2000,188
2021-05-20,20,17.0,8.0,0.041,19.1,1,2.4,63,1803,45
2021-05-20,21,15.0,7.0,0.034,17.3,1,2.6,74,1638,82
2021-05-20,22,20.0,8.0,0.035,16.9,0,1.4,77,1996,21
2021-05-20,23,11.0,6.0,0.037,16.1,1,1.6,83,1830,15
2021-05-21,0,12.0,5.0,0.043,15.6,1,2.6,89,2000,17
2021-05-21,1,10.0,5.0,0.037,15.2,1,2.8,90,1181,8
2021-05-21,2,12.0,8.0,0.037,14.8,1,1.5,93,375,5
2021-05-21,3,8.0,6.0,0.034,14.7,1,2.1,93,629,1
2021-05-21,5,8.0,4.0,0.033,14.6,1,0.6,93,769,5
2021-05-21,6,9.0,3.0,0.032,14.5,1,1.7,93,704,9
2021-05-21,7,11.0,4.0,0.03,14.3,1,1.2,94,1128,63
2021-05-21,8,15.0,6.0,0.032,14.6,0,1.4,92,2000,73
2021-05-21,9,10.0,3.0,0.031,14.9,1,0.8,90,1758,111
2021-05-21,10,12.333333333333334,6.666666666666666,0.028999999999999998,15.3,0,2.6,89,1681,95
2021-05-21,11,14.666666666666668,10.333333333333332,0.027,15.7,0,3.0,89,1686,130
2021-05-21,12,17.0,14.0,0.031,16.3,0,2.2,88,1830,146
2021-05-21,13,12.0,6.0,0.031,16.9,0,1.6,83,2000,126
2021-05-21,14,16.0,4.0,0.027,17.7,0,2.0,80,2000,149
2021-05-21,15,11.0,4.0,0.03,16.9,1,1.4,87,615,159
2021-05-21,16,16.0,5.0,0.03,17.2,0,0.9,88,2000,248
2021-05-21,17,17.0,7.0,0.031,17.5,0,3.1,75,2000,412
2021-05-21,18,16.0,5.0,0.031,17.7,0,2.9,76,2000,623
2021-05-21,19,16.0,9.0,0.026,17.9,0,1.2,75,2000,501
2021-05-21,20,19.0,8.0,0.017,16.9,0,1.5,79,2000,355
2021-05-21,21,25.0,15.0,0.01,16.7,0,2.1,81,2000,366
2021-05-21,22,23.0,13.0,0.022,16.5,0,1.5,81,1919,309
2021-05-21,23,21.0,12.0,0.018,16.1,0,1.1,86,2000,162
2021-05-22,0,19.0,12.0,0.012,16.0,0,1.3,84,2000,99
2021-05-22,1,20.0,12.0,0.019,15.9,0,1.4,85,2000,54
2021-05-22,2,24.0,13.0,0.021,15.5,1,2.1,87,1492,19
2021-05-22,3,20.0,14.0,0.021,14.9,0,1.8,89,950,26
2021-05-22,4,18.0,14.0,0.023,14.5,0,0.4,90,773,19
2021-05-22,5,17.0,12.0,0.02,14.0,0,0.8,91,660,26
2021-05-22,6,20.0,15.0,0.016,13.8,0,2.1,93,831,45
2021-05-22,7,21.0,16.0,0.019,14.1,0,1.1,92,1129,70
2021-05-22,8,27.0,16.0,0.023,15.6,0,1.5,88,1427,109
2021-05-22,9,22.0,11.0,0.029,17.5,0,1.6,82,1830,175
2021-05-22,10,23.0,13.0,0.032,19.3,0,2.2,69,2000,224
2021-05-22,11,23.0,12.0,0.037,21.2,0,2.1,61,2000,243
2021-05-22,12,20.0,14.0,0.044,22.0,0,2.8,54,2000,342
2021-05-22,13,23.0,12.0,0.048,23.4,0,3.1,56,2000,422
2021-05-22,14,17.0,9.0,0.046,23.7,0,3.6,53,2000,456
2021-05-22,15,17.0,8.0,0.043,23.5,0,5.0,44,2000,508
2021-05-22,16,16.0,10.0,0.045,23.0,0,5.3,45,2000,552
2021-05-22,17,17.0,10.0,0.045,23.3,0,3.7,49,2000,621
2021-05-22,18,19.0,14.0,0.047,22.2,0,4.1,51,2000,581
2021-05-22,19,25.0,18.0,0.047,20.5,0,3.1,59,2000,503
2021-05-22,20,33.0,24.0,0.046,18.8,0,2.4,64,2000,393
2021-05-22,21,28.0,20.0,0.039,18.3,0,1.2,67,2000,420
2021-05-22,22,28.0,22.0,0.027,17.6,0,2.0,70,2000,302
2021-05-22,23,31.0,25.0,0.031,17.4,0,2.7,72,1671,176
2021-05-23,0,30.0,24.0,0.032,16.9,0,2.3,74,1290,104
2021-05-23,1,33.0,28.0,0.035,16.4,0,1.1,76,1282,68
2021-05-23,2,32.0,28.0,0.038,15.9,0,0.8,79,1063,43
2021-05-23,3,33.0,28.0,0.027,15.3,0,0.9,82,882,25
2021-05-23,4,40.0,35.0,0.021,14.8,0,0.4,82,886,26
2021-05-23,5,38.0,35.0,0.019,14.5,0,0.1,86,771,20
2021-05-23,6,42.0,34.0,0.02,14.4,0,0.7,87,754,32
2021-05-23,7,38.0,31.0,0.023,15.4,0,1.0,84,1003,58
2021-05-23,8,38.0,28.0,0.029,17.0,0,1.2,80,1033,86
2021-05-23,9,35.0,23.0,0.04,19.0,0,0.7,72,1207,117
2021-05-23,10,31.0,17.0,0.046,21.0,0,1.2,61,1634,206
2021-05-23,11,30.0,17.0,0.053,22.5,0,2.2,56,1994,267
2021-05-23,12,28.0,14.0,0.062,23.5,0,1.5,49,2000,338
2021-05-23,13,29.0,22.0,0.073,24.7,0,2.2,51,2000,369
2021-05-23,14,37.0,28.0,0.072,24.8,0,2.0,49,2000,424
2021-05-23,15,35.0,25.0,0.059,24.5,0,3.2,51,2000,494
2021-05-23,16,33.0,16.0,0.051,23.7,0,2.8,54,2000,542
2021-05-23,17,24.0,14.0,0.045,23.1,0,3.6,51,2000,522
2021-05-23,18,26.0,18.0,0.054,22.4,0,2.5,49,2000,464
2021-05-23,19,30.0,22.0,0.057,21.3,0,3.9,53,2000,424
2021-05-23,20,38.0,23.0,0.058,20.4,0,3.3,56,2000,388
2021-05-23,21,35.0,21.0,0.056,19.2,0,3.5,62,2000,298
2021-05-23,22,28.0,17.0,0.051,18.8,0,0.9,63,2000,214
2021-05-23,23,23.0,14.0,0.04,18.3,0,1.0,62,2000,116
2021-05-24,0,21.0,14.0,0.042,18.0,0,0.9,63,2000,66
2021-05-24,1,22.0,13.0,0.042,17.9,0,2.1,60,2000,41
2021-05-24,2,28.0,15.0,0.045,17.7,0,3.2,62,2000,16
2021-05-24,3,22.0,17.0,0.04,17.3,0,2.8,68,2000,12
