,지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
102,서울 종로구,도시대기,111123,종로구,2023010507,0.0035,0.88,0.0018,0.0517,38,32,서울 종로구 종로35가길 19
103,서울 종로구,도시대기,111123,종로구,2023010508,0.0036,0.97,0.0018,0.0534,44,37,서울 종로구 종로35가길 19
104,서울 종로구,도시대기,111123,종로구,2023010509,0.0043,1.18,0.0025,0.0593,44,37,서울 종로구 종로35가길 19
105,서울 종로구,도시대기,111123,종로구,2023010510,0.0044,1.14,0.0033,0.0572,50,41,서울 종로구 종로35가길 19
106,서울 종로구,도시대기,111123,종로구,2023010511,0.0045,1.05,0.004,0.055,51,44,서울 종로구 종로35가길 19
107,서울 종로구,도시대기,111123,종로구,2023010512,0.0042,0.92,0.0059,0.0521,56,44,서울 종로구 종로35가길 19
108,서울 종로구,도시대기,111123,종로구,2023010513,0.0046,1.04,0.0055,0.0577,60,46,서울 종로구 종로35가길 19
109,서울 종로구,도시대기,111123,종로구,2023010514,0.0043,0.98,0.0074,0.0564,59,44,서울 종로구 종로35가길 19
110,서울 종로구,도시대기,111123,종로구,2023010515,0.0045,0.77,0.0095,0.05,52,40,서울 종로구 종로35가길 19
111,서울 종로구,도시대기,111123,종로구,2023010516,0.0044,0.76,0.0089,0.0507,55,41,서울 종로구 종로35가길 19
112,서울 종로구,도시대기,111123,종로구,2023010517,0.0045,0.7,0.0107,0.0464,61,44,서울 종로구 종로35가길 19
113,서울 종로구,도시대기,111123,종로구,2023010518,0.0043,0.7,0.0085,0.0475,56,44,서울 종로구 종로35가길 19
114,서울 종로구,도시대기,111123,종로구,2023010519,0.0039,0.79,0.0053,0.0513,54,42,서울 종로구 종로35가길 19
115,서울 종로구,도시대기,111123,종로구,2023010520,0.0039,0.83,0.009,0.0463,56,45,서울 종로구 종로35가길 19
116,서울 종로구,도시대기,111123,종로구,2023010521,0.0039,0.98,0.0026,0.0566,55,43,서울 종로구 종로35가길 19
117,서울 종로구,도시대기,111123,종로구,2023010522,0.0038,1.05,0.0019,0.0584,55,48,서울 종로구 종로35가길 19
118,서울 종로구,도시대기,111123,종로구,2023010523,0.004,1.12,0.0018,0.0605,51,44,서울 종로구 종로35가길 19
119,서울 종로구,도시대기,111123,종로구,2023010524,0.0043,1.47,0.0019,0.0749,56,46,서울 종로구 종로35가길 19
120,서울 종로구,도시대기,111123,종로구,2023010601,0.0039,1.28,0.0016,0.0687,54,43,서울 종로구 종로35가길 19
121,서울 종로구,도시대기,111123,종로구,2023010602,0.0042,1.39,0.0018,0.0725,53,45,서울 종로구 종로35가길 19
122,서울 종로구,도시대기,111123,종로구,2023010603,0.0038,1.13,0.0019,0.06,57,46,서울 종로구 종로35가길 19
123,서울 종로구,도시대기,111123,종로구,2023010604,0.0041,1.21,0.0019,0.0617,55,48,서울 종로구 종로35가길 19
124,서울 종로구,도시대기,111123,종로구,2023010605,0.0038,0.98,0.0016,0.0526,52,46,서울 종로구 종로35가길 19
125,서울 종로구,도시대기,111123,종로구,2023010606,0.0035,1.14,0.0021,0.0575,52,47,서울 종로구 종로35가길 19
126,서울 종로구,도시대기,111123,종로구,2023010607,0.0037,1.2,0.0017,0.0574,50,42,서울 종로구 종로35가길 19
127,서울 종로구,도시대기,111123,종로구,2023010608,0.0035,0.98,0.0021,0.0529,50,43,서울 종로구 종로35가길 19
128,서울 종로구,도시대기,111123,종로구,2023010609,0.0038,0.96,0.0026,0.052,53,44,서울 종로구 종로35가길 19
129,서울 종로구,도시대기,111123,종로구,2023010610,0.0042,0.97,0.004,0.0526,57,45,서울 종로구 종로35가길 19
130,서울 종로구,도시대기,111123,종로구,2023010611,0.0046,0.95,0.0064,0.0533,66,56,서울 종로구 종로35가길 19
131,서울 종로구,도시대기,111123,종로구,2023010612,0.0048,0.91,0.0093,0.0508,72,58,서울 종로구 종로35가길 19
132,서울 종로구,도시대기,111123,종로구,2023010613,,,,,,,서울 종로구 종로35가길 19
133,서울 종로구,도시대기,111123,종로구,2023010614,,,,,,,서울 종로구 종로35가길 19
134,서울 종로구,도시대기,111123,종로구,2023010615,0.0052,0.71,0.0222,0.0386,,,서울 종로구 종로35가길 19
135,서울 종로구,도시대기,111123,종로구,2023010616,0.0053,0.74,0.0253,0.0362,89,75,서울 종로구 종로35가길 19
136,서울 종로구,도시대기,111123,종로구,2023010617,0.0047,0.81,0.0223,0.0415,92,80,서울 종로구 종로35가길 19
137,서울 종로구,도시대기,111123,종로구,2023010618,0.0042,0.88,0.0208,0.0431,104,88,서울 종로구 종로35가길 19
138,서울 종로구,도시대기,111123,종로구,2023010619,0.0042,0.87,0.0102,0.0553,107,92,서울 종로구 종로35가길 19
139,서울 종로구,도시대기,111123,종로구,2023010620,0.0039,0.8,0.0085,0.0541,97,87,서울 종로구 종로35가길 19
140,서울 종로구,도시대기,111123,종로구,2023010621,0.0036,0.79,0.0087,0.0496,96,88,서울 종로구 종로35가길 19
141,서울 종로구,도시대기,111123,종로구,2023010622,0.0029,0.83,0.007,0.0506,108,94,서울 종로구 종로35가길 19
142,서울 종로구,도시대기,111123,종로구,2023010623,0.003,0.86,0.0067,0.0486,110,98,서울 종로구 종로35가길 19
143,서울 종로구,도시대기,111123,종로구,2023010624,0.003,0.97,0.0037,0.052,106,99,서울 종로구 종로35가길 19
144,서울 종로구,도시대기,111123,종로구,2023010701,0.0027,0.86,0.0051,0.0496,99,96,서울 종로구 종로35가길 19
145,서울 종로구,도시대기,111123,종로구,2023010702,0.0029,0.86,0.0041,0.0502,100,97,서울 종로구 종로35가길 19
146,서울 종로구,도시대기,111123,종로구,2023010703,0.0031,0.96,0.0034,0.0501,104,99,서울 종로구 종로35가길 19
147,서울 종로구,도시대기,111123,종로구,2023010704,0.0032,1.03,0.0066,0.0447,106,100,서울 종로구 종로35가길 19
148,서울 종로구,도시대기,111123,종로구,2023010705,0.003,0.81,0.0224,0.0233,126,115,서울 종로구 종로35가길 19
149,서울 종로구,도시대기,111123,종로구,2023010706,0.0031,0.82,0.0197,0.0225,134,124,서울 종로구 종로35가길 19
150,서울 종로구,도시대기,111123,종로구,2023010707,0.003,0.83,0.022,0.0199,137,124,서울 종로구 종로35가길 19
151,서울 종로구,도시대기,111123,종로구,2023010708,0.0031,0.83,0.026,0.0168,112,103,서울 종로구 종로35가길 19
152,서울 종로구,도시대기,111123,종로구,2023010709,0.003,0.85,0.0276,0.0167,82,80,서울 종로구 종로35가길 19
153,서울 종로구,도시대기,111123,종로구,2023010710,0.0031,0.93,0.0228,0.0231,78,75,서울 종로구 종로35가길 19
154,서울 종로구,도시대기,111123,종로구,2023010711,0.0031,0.98,0.0226,0.0235,96,92,서울 종로구 종로35가길 19
155,서울 종로구,도시대기,111123,종로구,2023010712,0.0034,1,0.0262,0.0199,120,100,서울 종로구 종로35가길 19
156,서울 종로구,도시대기,111123,종로구,2023010713,0.0036,0.99,0.0322,0.0165,153,110,서울 종로구 종로35가길 19
157,서울 종로구,도시대기,111123,종로구,2023010714,0.0039,1.01,0.0337,0.0185,160,116,서울 종로구 종로35가길 19
158,서울 종로구,도시대기,111123,종로구,2023010715,0.0041,1.06,0.0387,0.0186,161,118,서울 종로구 종로35가길 19
159,서울 종로구,도시대기,111123,종로구,2023010716,0.0037,1.09,0.0406,0.0186,143,113,서울 종로구 종로35가길 19
160,서울 종로구,도시대기,111123,종로구,2023010717,0.0037,1.16,0.0378,0.0222,142,114,서울 종로구 종로35가길 19
161,서울 종로구,도시대기,111123,종로구,2023010718,0.0035,1.12,0.0369,0.0229,132,109,서울 종로구 종로35가길 19
162,서울 종로구,도시대기,111123,종로구,2023010719,0.0035,1.13,0.0348,0.0243,126,105,서울 종로구 종로35가길 19
163,서울 종로구,도시대기,111123,종로구,2023010720,0.0034,1.25,0.0226,0.0353,122,103,서울 종로구 종로35가길 19
164,서울 종로구,도시대기,111123,종로구,2023010721,0.0031,1.15,0.0177,0.038,125,103,서울 종로구 종로35가길 19
165,서울 종로구,도시대기,111123,종로구,2023010722,0.0033,0.97,0.0181,0.035,112,92,서울 종로구 종로35가길 19
166,서울 종로구,도시대기,111123,종로구,2023010723,0.0031,0.67,0.0251,0.0218,152,78,서울 종로구 종로35가길 19
167,서울 종로구,도시대기,111123,종로구,2023010724,0.003,0.73,0.0087,0.0414,176,64,서울 종로구 종로35가길 19
168,서울 종로구,도시대기,111123,종로구,2023010801,0.003,0.78,0.0034,0.0491,171,59,서울 종로구 종로35가길 19
169,서울 종로구,도시대기,111123,종로구,2023010802,0.0029,0.86,0.002,0.0492,158,58,서울 종로구 종로35가길 19
170,서울 종로구,도시대기,111123,종로구,2023010803,0.0029,0.84,0.0033,0.0457,150,57,서울 종로구 종로35가길 19
171,서울 종로구,도시대기,111123,종로구,2023010804,0.0029,0.86,0.0045,0.0453,151,56,서울 종로구 종로35가길 19
172,서울 종로구,도시대기,111123,종로구,2023010805,0.0027,1.05,0.0019,0.0478,147,67,서울 종로구 종로35가길 19
173,서울 종로구,도시대기,111123,종로구,2023010806,0.0028,1,0.0024,0.0445,141,72,서울 종로구 종로35가길 19
174,서울 종로구,도시대기,111123,종로구,2023010807,0.0028,1.04,0.002,0.0471,143,69,서울 종로구 종로35가길 19
175,서울 종로구,도시대기,111123,종로구,2023010808,0.003,1.06,0.0019,0.0457,137,69,서울 종로구 종로35가길 19
176,서울 종로구,도시대기,111123,종로구,2023010809,0.003,1,0.0046,0.0378,137,71,서울 종로구 종로35가길 19
177,서울 종로구,도시대기,111123,종로구,2023010810,0.003,0.91,0.012,0.0302,136,75,서울 종로구 종로35가길 19
178,서울 종로구,도시대기,111123,종로구,2023010811,0.0033,0.93,0.0148,0.0312,145,84,서울 종로구 종로35가길 19
179,서울 종로구,도시대기,111123,종로구,2023010812,0.0037,0.95,0.0171,0.0331,146,88,서울 종로구 종로35가길 19
180,서울 종로구,도시대기,111123,종로구,2023010813,0.0039,0.78,0.0206,0.0301,150,80,서울 종로구 종로35가길 19
181,서울 종로구,도시대기,111123,종로구,2023010814,0.0039,0.74,0.0216,0.0302,137,69,서울 종로구 종로35가길 19
182,서울 종로구,도시대기,111123,종로구,2023010815,0.0038,0.69,0.0224,0.0297,131,63,서울 종로구 종로35가길 19
183,서울 종로구,도시대기,111123,종로구,2023010816,0.0038,0.67,0.0195,0.0329,127,60,서울 종로구 종로35가길 19
184,서울 종로구,도시대기,111123,종로구,2023010817,0.0036,0.7,0.0152,0.0373,125,58,서울 종로구 종로35가길 19
185,서울 종로구,도시대기,111123,종로구,2023010818,0.0033,0.72,0.0126,0.0413,122,58,서울 종로구 종로35가길 19
186,서울 종로구,도시대기,111123,종로구,2023010819,0.0034,0.73,0.0157,0.0363,119,59,서울 종로구 종로35가길 19
187,서울 종로구,도시대기,111123,종로구,2023010820,0.0031,0.78,0.0157,0.0351,119,64,서울 종로구 종로35가길 19
188,서울 종로구,도시대기,111123,종로구,2023010821,0.003,0.73,0.0173,0.0332,120,65,서울 종로구 종로35가길 19
189,서울 종로구,도시대기,111123,종로구,2023010822,0.0032,0.72,0.0162,0.0348,114,62,서울 종로구 종로35가길 19
190,서울 종로구,도시대기,111123,종로구,2023010823,0.0033,0.78,0.0135,0.0361,111,58,서울 종로구 종로35가길 19
191,서울 종로구,도시대기,111123,종로구,2023010824,0.0031,0.81,0.0054,0.0473,107,58,서울 종로구 종로35가길 19
192,서울 종로구,도시대기,111123,종로구,2023010901,0.0032,0.8,0.0053,0.047,105,59,서울 종로구 종로35가길 19
193,서울 종로구,도시대기,111123,종로구,2023010902,0.0032,0.91,0.002,0.0538,104,58,서울 종로구 종로35가길 19
194,서울 종로구,도시대기,111123,종로구,2023010903,0.0033,0.9,0.002,0.0511,103,59,서울 종로구 종로35가길 19
195,서울 종로구,도시대기,111123,종로구,2023010904,0.0034,0.87,0.0019,0.0513,103,57,서울 종로구 종로35가길 19
196,서울 종로구,도시대기,111123,종로구,2023010905,0.0034,0.84,0.002,0.0495,107,56,서울 종로구 종로35가길 19
197,서울 종로구,도시대기,111123,종로구,2023010906,0.0035,0.93,0.0021,0.0491,101,55,서울 종로구 종로35가길 19
198,서울 종로구,도시대기,111123,종로구,2023010907,0.0035,0.87,0.0019,0.047,100,57,서울 종로구 종로35가길 19
199,서울 종로구,도시대기,111123,종로구,2023010908,0.0036,0.87,0.0019,0.0465,102,54,서울 종로구 종로35가길 19
200,서울 종로구,도시대기,111123,종로구,2023010909,0.0034,0.8,0.0039,0.0405,119,57,서울 종로구 종로35가길 19
201,서울 종로구,도시대기,111123,종로구,2023010910,0.0035,0.88,0.0067,0.0404,129,56,서울 종로구 종로35가길 19
202,서울 종로구,도시대기,111123,종로구,2023010911,0.0045,0.87,0.0103,0.0402,129,55,서울 종로구 종로35가길 19
203,서울 종로구,도시대기,111123,종로구,2023010912,0.004,0.61,0.0221,0.0244,128,53,서울 종로구 종로35가길 19
204,서울 종로구,도시대기,111123,종로구,2023010913,0.0039,0.54,0.029,0.0205,120,46,서울 종로구 종로35가길 19
205,서울 종로구,도시대기,111123,종로구,2023010914,0.0039,0.53,0.0342,0.0174,107,42,서울 종로구 종로35가길 19
206,서울 종로구,도시대기,111123,종로구,2023010915,0.0041,0.6,0.0358,0.0166,101,43,서울 종로구 종로35가길 19
207,서울 종로구,도시대기,111123,종로구,2023010916,0.0038,0.58,0.0366,0.0158,89,42,서울 종로구 종로35가길 19
208,서울 종로구,도시대기,111123,종로구,2023010917,0.0039,0.5,0.0327,0.0195,80,39,서울 종로구 종로35가길 19
209,서울 종로구,도시대기,111123,종로구,2023010918,0.0037,0.49,0.031,0.0204,65,30,서울 종로구 종로35가길 19
210,서울 종로구,도시대기,111123,종로구,2023010919,0.0033,0.5,0.0274,0.0222,56,26,서울 종로구 종로35가길 19
211,서울 종로구,도시대기,111123,종로구,2023010920,0.0035,0.51,0.0248,0.0242,50,25,서울 종로구 종로35가길 19
212,서울 종로구,도시대기,111123,종로구,2023010921,0.0034,0.57,0.0242,0.024,50,27,서울 종로구 종로35가길 19
213,서울 종로구,도시대기,111123,종로구,2023010922,0.0037,0.58,0.0231,0.0254,53,29,서울 종로구 종로35가길 19
214,서울 종로구,도시대기,111123,종로구,2023010923,0.0036,0.58,0.0243,0.0236,54,30,서울 종로구 종로35가길 19
215,서울 종로구,도시대기,111123,종로구,2023010924,0.0033,0.69,0.0214,0.0253,53,29,서울 종로구 종로35가길 19
216,서울 종로구,도시대기,111123,종로구,2023011001,0.0031,0.69,0.0193,0.0266,51,29,서울 종로구 종로35가길 19
217,서울 종로구,도시대기,111123,종로구,2023011002,0.0033,0.79,0.012,0.0338,49,28,서울 종로구 종로35가길 19
218,서울 종로구,도시대기,111123,종로구,2023011003,0.0033,0.71,0.0067,0.0409,52,31,서울 종로구 종로35가길 19
219,서울 종로구,도시대기,111123,종로구,2023011004,0.0029,0.74,0.0042,0.0435,48,29,서울 종로구 종로35가길 19
220,서울 종로구,도시대기,111123,종로구,2023011005,0.0031,0.62,0.013,0.0324,48,29,서울 종로구 종로35가길 19
